broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-K83720053-001-03-8	BRD-K83720053	avagacestat	XEAOPVUAMONVLA	gamma secretase inhibitor	PSEN1	broad_id_20170327	Phase 2		
BRD-K83794243-001-01-8	BRD-K83794243	palovarotene	YTFHCXIPDIHOIA	retinoid receptor agonist	RARG	broad_id_20170327	Phase 3		
BRD-K83837640-001-04-8	BRD-K83837640	JNJ-26481585	PAWIYAYFNXQGAP	HDAC inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2	broad_id_20170327	Phase 2		
BRD-K83963101-001-06-9	BRD-K83963101	MLN8054	HHFBDROWDBDFBR	Aurora kinase inhibitor	AURKA	broad_id_20170327	Phase 1		
BRD-K84011460-051-01-7	BRD-K84011460	nizofenone	WZGBZLHGOVJDET	ion channel antagonist		broad_id_20170327	Launched		
BRD-K84091759-001-07-1	BRD-K84091759	candesartan	HTQMVQVXFRQIKW	angiotensin receptor antagonist	AGTR1	broad_id_20170327	Launched		
BRD-K84163249-001-01-9	BRD-K84163249	ercalcitriol	ZGLHBRQAEXKACO	vitamin D receptor agonist	VDR	broad_id_20170327	Phase 1		
BRD-K84466663-001-05-4	BRD-K84466663	nelarabine	IXOXBSCIXZEQEQ	DNA synthesis inhibitor|T cell inhibitor	POLA1	broad_id_20170327	Launched		
BRD-K84564571-001-02-4	BRD-K84564571	telatinib	QFCXANHHBCGMAS	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	KDR	broad_id_20170327	Phase 2		
BRD-K84683831-001-01-0	BRD-K84683831	radezolid	BTTNOGHPGJANSW	bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor		broad_id_20170327	Phase 2		
BRD-K84698278-001-03-4	BRD-K84698278	agomelatine	YJYPHIXNFHFHND	melatonin receptor agonist|serotonin receptor antagonist	HTR2A|HTR2B|HTR2C|MTNR1A|MTNR1B	broad_id_20170327	Launched		
BRD-K84748119-050-01-1	BRD-K84748119	vicriviroc	CNPVJJQCETWNEU	CC chemokine receptor antagonist	CCR5	broad_id_20170327	Phase 3		
BRD-K84783599-001-01-0	BRD-K84783599	riociguat	WXXSNCNJFUAIDG	guanylate cyclase stimulant	GUCY1A2|GUCY1A3|GUCY1B2|GUCY1B3	broad_id_20170327	Launched		
BRD-K84794093-001-07-5	BRD-K84794093	dideoxyadenosine	WVXRAFOPTSTNLL	nucleoside reverse transcriptase inhibitor		broad_id_20170327	Phase 1		
BRD-K84798689-236-02-9	BRD-K84798689	sodium-tanshinone-II-A-sulfonate	UJCACMLMPLLRGW	potassium channel activator		broad_id_20170327	Phase 2		
BRD-K84810405-003-01-1	BRD-K84810405	almorexant	DKMACHNQISHMDN	orexin receptor antagonist	HCRTR1|HCRTR2	broad_id_20170327	Phase 3		
BRD-K84892605-001-01-1	BRD-K84892605	IOWH032	DSFNLJXHXBIKDS	CFTR channel antagonist	CFTR	broad_id_20170327	Phase 2		
BRD-K84925803-001-01-9	BRD-K84925803	T-5224	DALCQQSLNPLQFZ	AP inhibitor	JUN	broad_id_20170327	Phase 2		
BRD-K84986517-001-01-8	BRD-K84986517	darunavir	CJBJHOAVZSMMDJ	HIV protease inhibitor	CYP3A4	broad_id_20170327	Launched		
BRD-K84996356-001-01-1	BRD-K84996356	AZD3514	JMEYDSHPKCSIJC	androgen receptor modulator	AR	broad_id_20170327	Phase 1		
BRD-K85090592-008-22-7	BRD-K85090592	pilocarpine	QCHFTSOMWOSFHM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-K85119730-001-28-9	BRD-K85119730	tolbutamide	JLRGJRBPOGGCBT	ATP channel blocker	ABCC8|KCNJ1|KCNJ11|KCNJ8	broad_id_20170327	Launched		
BRD-K85140930-001-12-7	BRD-K85140930	aphidicolin	NOFOAYPPHIUXJR	RNA synthesis inhibitor		broad_id_20170327	Phase 1		
BRD-K85307935-236-09-5	BRD-K85307935	novobiocin	YJQPYGGHQPGBLI	bacterial DNA gyrase inhibitor		broad_id_20170327	Launched		
BRD-K85337334-004-02-6	BRD-K85337334	otilonium	NQHNLNLJPDMBFN	acetylcholine receptor antagonist	CACNA1C	broad_id_20170327	Launched		
BRD-K85406984-001-01-0	BRD-K85406984	sobetirome	QNAZTOHXCZPOSA	thyroid hormone receptor agonist	THRA|THRB	broad_id_20170327	Phase 1/Phase 2		
BRD-K85606544-001-09-1	BRD-K85606544	neratinib	JWNPDZNEKVCWMY	EGFR inhibitor	EGFR|ERBB2|KDR	broad_id_20170327	Launched		
BRD-K85679373-001-01-1	BRD-K85679373	sulbactam	FKENQMMABCRJMK	beta lactamase inhibitor		broad_id_20170327	Launched		
BRD-K85751432-001-03-3	BRD-K85751432	refametinib	RDSACQWTXKSHJT	MEK inhibitor	MAP2K1|MAP2K2	broad_id_20170327	Phase 2		
BRD-K85833139-001-01-9	BRD-K85833139	dehydroepiandrosterone	FMGSKLZLMKYGDP	protein synthesis stimulant	ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	broad_id_20170327	Launched		
BRD-K85925969-001-17-4	BRD-K85925969	zalcitabine	WREGKURFCTUGRC	nucleoside reverse transcriptase inhibitor		broad_id_20170327	Launched		
BRD-K86118762-001-01-8	BRD-K86118762	linsitinib	PKCDDUHJAFVJJB	IGF-1 inhibitor	IGF1R|INSR|INSRR	broad_id_20170327	Phase 3		
BRD-K86301799-001-34-8	BRD-K86301799	dipyridamole	IZEKFCXSFNUWAM	phosphodiesterase inhibitor	ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	broad_id_20170327	Launched		
BRD-K86307448-001-17-5	BRD-K86307448	allopurinol	OFCNXPDARWKPPY	xanthine oxidase inhibitor	XDH	broad_id_20170327	Launched		
BRD-K86525559-001-04-5	BRD-K86525559	AZD7762	IAYGCINLNONXHY	CHK inhibitor	CHEK1|CHEK2	broad_id_20170327	Phase 1		
BRD-K86797399-001-04-4	BRD-K86797399	SB-939	JHDKZFFAIZKUCU	HDAC inhibitor	HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC9	broad_id_20170327	Phase 3		
BRD-K86816506-001-01-8	BRD-K86816506	PF-04457845	BATCTBJIJJEPHM	FAAH inhibitor	FAAH	broad_id_20170327	Phase 2		
BRD-K86882815-001-03-2	BRD-K86882815	cabergoline	KORNTPPJEAJQIU	dopamine receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR7	broad_id_20170327	Launched		
BRD-K86892782-001-17-0	BRD-K86892782	edoxudine	XACKNLSZYYIACO	DNA directed DNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-K86930074-001-05-0	BRD-K86930074	cediranib	XXJWYDDUDKYVKI	KIT inhibitor|VEGFR inhibitor	CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB	broad_id_20170327	Phase 3		
BRD-K87156652-001-12-7	BRD-K87156652	carbimazole	CFOYWRHIYXMDOT	antithyroid agent	TPO	broad_id_20170327	Launched		
BRD-K87202646-061-04-9	BRD-K87202646	isoniazid	QRXWMOHMRWLFEY	FABI inhibitor	CYP1A2|CYP2C19|CYP2C8|CYP2E1|CYP3A4	broad_id_20170327	Launched		
BRD-K87278688-001-01-0	BRD-K87278688		YFGHCGITMMYXAQ			broad_id_20170327			
BRD-K87300616-001-01-9	BRD-K87300616	chenodeoxycholic-acid	RUDATBOHQWOJDD	11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	HSD11B1|NR1H4	broad_id_20170327	Launched	nuclear factor erythroid derived|like (NRF2) activator	AKR1C2|NR1H4
BRD-K87737963-001-06-0	BRD-K87737963	cyt387	ZVHNDZWQTBEVRY	JAK inhibitor	JAK1|JAK2|JAK3	broad_id_20170327	Phase 3		
BRD-K87782578-001-01-4	BRD-K87782578	AVL-292	KXBDTLQSDKGAEB	Bruton's tyrosine kinase (BTK) inhibitor	BTK|YES1	broad_id_20170327	Phase 2		
BRD-K87909389-003-03-4	BRD-K87909389	alvocidib	BIIVYFLTOXDAOV	CDK inhibitor	CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM	broad_id_20170327	Phase 2		
BRD-K87990216-001-10-2	BRD-K87990216	piretanide	UJEWTUDSLQGTOA	glucocorticoid receptor agonist	SLC12A1|SLC12A2	broad_id_20170327	Launched		
BRD-K88025533-003-03-3	BRD-K88025533	fingolimod	KKGQTZUTZRNORY	immunosuppressant|sphingosine 1-phosphate receptor agonist	S1PR1|S1PR5	broad_id_20170327	Launched		
BRD-K88052444-001-08-8	BRD-K88052444	urea	XSQUKJJJFZCRTK	hydroxy radical formation stimulant	ARG1|CA2|CTNNB1	broad_id_20170327	Launched		
BRD-K88358234-003-04-8	BRD-K88358234	xaliproden	WJJYZXPHLSLMGE	serotonin receptor agonist	HTR1A	broad_id_20170327	Phase 3		
BRD-K88366685-300-06-0	BRD-K88366685	trimetazidine	UHWVSEOVJBQKBE	3-ketoacyl CoA thiolase inhibitor	ACAA2	broad_id_20170327	Launched		
BRD-K88429204-001-35-1	BRD-K88429204	pyrimethamine	WKSAUQYGYAYLPV	dihydrofolate reductase inhibitor	DHFR|SLC47A1	broad_id_20170327	Launched		
BRD-K88506063-001-01-8	BRD-K88506063	KD025	GKHIVNAUVKXIIY	rho associated kinase inhibitor	ROCK2	broad_id_20170327	Phase 2		
BRD-K88510285-001-11-1	BRD-K88510285	bortezomib	GXJABQQUPOEUTA	NFkB pathway inhibitor|proteasome inhibitor	PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA	broad_id_20170327	Launched		
BRD-K88544581-001-06-1	BRD-K88544581	CI-976	WAFNZAURAWBNDZ	ACAT inhibitor	ACAT1|CES1	broad_id_20170327	Phase 1		
BRD-K88611939-001-22-4	BRD-K88611939	aniracetam	ZXNRTKGTQJPIJK	glutamate receptor agonist	DRD2|GRIA1|GRIA2|GRIA3|GRIA4|HTR2A	broad_id_20170327	Launched		
BRD-K88789588-001-14-9	BRD-K88789588	letrozole	HPJKCIUCZWXJDR	aromatase inhibitor	CYP19A1	broad_id_20170327	Launched		
BRD-K88807631-001-01-3	BRD-K88807631	elacridar	OSFCMRGOZNQUSW	P glycoprotein inhibitor	ABCB1	broad_id_20170327	Phase 1		
BRD-K89014967-001-04-3	BRD-K89014967	AS-703026	VIUAUNHCRHHYNE	MEK inhibitor	MAP2K1|MAP2K2	broad_id_20170327	Phase 2		
BRD-K89015388-001-01-7	BRD-K89015388	GSK923295	WHMXDBPHBVLYRC	centromere associated protein inhibitor	CENPE	broad_id_20170327	Phase 1		
BRD-K89104321-003-14-8	BRD-K89104321	gaboxadol	ZXRVKCBLGJOCEE	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3	broad_id_20170327	Phase 3		
BRD-K89162000-001-06-4	BRD-K89162000	tandutinib	UXXQOJXBIDBUAC	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	CSF1R|FLT3|KIT|PDGFD|PDGFRB	broad_id_20170327	Phase 2		
BRD-K89208535-051-01-5	BRD-K89208535	indacaterol	QZZUEBNBZAPZLX	adrenergic receptor agonist	ADRB1|ADRB2	broad_id_20170327	Launched		
BRD-K89274813-001-02-3	BRD-K89274813	DMP-543	MUJBUUDUXGDXLW	acetylcholine release enhancer		broad_id_20170327	Phase 2		
BRD-K89348303-001-14-7	BRD-K89348303	ramipril	HDACQVRGBOVJII	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K89375097-300-08-8	BRD-K89375097	pirenzepine	RMHMFHUVIITRHF	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-K89402695-001-02-3	BRD-K89402695	L-655240	JLPYLHLUHJOPNL	thromboxane receptor antagonist	PTGES	broad_id_20170327	Phase 1		
BRD-K89561498-001-01-7	BRD-K89561498	SN-38	FJHBVJOVLFPMQE	topoisomerase inhibitor	TOP1	broad_id_20170327	Launched		
BRD-K89704198-001-12-3	BRD-K89704198	vincamine	RXPRRQLKFXBCSJ	adrenergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	broad_id_20170327	Withdrawn		
BRD-K89732114-300-08-9	BRD-K89732114	trifluoperazine	ZEWQUBUPAILYHI	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	broad_id_20170327	Launched		
BRD-K89917372-001-01-2	BRD-K89917372		PCOBBVZJEWWZFR			broad_id_20170327			
BRD-K89997465-003-43-0	BRD-K89997465	chlorpromazine	ZPEIMTDSQAKGNT	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5	broad_id_20170327	Launched		
BRD-K90195324-003-02-5	BRD-K90195324	bazedoxifene	UCJGJABZCDBEDK	selective estrogen receptor modulator (SERM)	ESR1|ESR2	broad_id_20170327	Launched		
BRD-K90239174-001-01-8	BRD-K90239174	AMG-487	WQTKNBPCJKRYPA	CC chemokine receptor antagonist		broad_id_20170327	Phase 2	CC chemokine receptor antagonist	CXCR3
BRD-K90333595-003-21-4	BRD-K90333595	phentolamine	MRBDMNSDAVCSSF	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	broad_id_20170327	Launched		
BRD-K90777969-300-01-2	BRD-K90777969	cutamesine	UVSWWUWQVAQPJR	sigma receptor agonist	SIGMAR1	broad_id_20170327	Phase 2		
BRD-K90789829-001-07-8	BRD-K90789829	nefazodone	VRBKIVRKKCLPHA	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA1B|ADRA2A|CYP3A4|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Withdrawn		
BRD-K90825648-001-02-0	BRD-K90825648	RS-127445	ZZZQXCUPAJFVBN	serotonin receptor antagonist	HTR2A|HTR2B|HTR2C	broad_id_20170327	Phase 1		
BRD-K90868879-001-03-8	BRD-K90868879	canagliflozin	XTNGUQKDFGDXSJ	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2	broad_id_20170327	Launched		
BRD-K90948141-001-01-4	BRD-K90948141	indiplon	CBIAWPMZSFFRGN	benzodiazepine receptor agonist	GABRA1	broad_id_20170327	Phase 3		
BRD-K91111634-001-01-2	BRD-K91111634	rotigotine	KFQYTPMOWPVWEJ	dopamine receptor agonist	ADRA2B|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A	broad_id_20170327	Launched		
BRD-K91159026-001-01-7	BRD-K91159026	telcagepant	CGDZXLJGHVKVIE	calcitonin antagonist	CALCRL|RAMP1	broad_id_20170327	Phase 3		
BRD-K91263825-003-21-4	BRD-K91263825	nortriptyline	PHVGLTMQBUFIQQ	tricyclic antidepressant	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K91290917-300-01-8	BRD-K91290917	amodiaquine	OVCDSSHSILBFBN	histamine receptor agonist	HNMT	broad_id_20170327	Launched		
BRD-K91301684-003-05-5	BRD-K91301684	noscapine	AKNNEGZIBPJZJG	bradykinin receptor antagonist|tubulin polymerization inhibitor	SIGMAR1	broad_id_20170327	Launched		
BRD-K91308639-001-02-7	BRD-K91308639	apalutamide	HJBWBFZLDZWPHF	androgen receptor antagonist		broad_id_20170327	Launched		
BRD-K91315211-300-05-7	BRD-K91315211	betahistine	UUQMNUMQCIQDMZ	histamine receptor agonist|histamine receptor antagonist	HRH1|HRH3	broad_id_20170327	Launched		
BRD-K91336023-003-01-0	BRD-K91336023	mesulergine	JLVHTNZNKOSCNB	dopamine receptor agonist	HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR6|HTR7	broad_id_20170327	Phase 2		
BRD-K91456750-238-01-7	BRD-K91456750	sacubitril	PYNXFZCZUAOOQC	neprilysin inhibitor	MME	broad_id_20170327	Launched		
BRD-K91495480-001-02-2	BRD-K91495480	AGP-103	UKMSUNONTOPOIO	membrane permeability inhibitor		broad_id_20170327	Launched		
BRD-K91544578-001-03-8	BRD-K91544578	nikethamide	NCYVXEGFNDZQCU	immunostimulant		broad_id_20170327	Withdrawn		
BRD-K91601245-001-12-0	BRD-K91601245	mercaptopurine	GLVAUDGFNGKCSF	immunosuppressant|protein synthesis inhibitor|purine antagonist	HPRT1|IMPDH1|IMPDH2|PPAT	broad_id_20170327	Launched		
BRD-K91740057-001-19-8	BRD-K91740057	felbinac	QRZAKQDHEVVFRX	cyclooxygenase inhibitor	CTSL	broad_id_20170327	Launched		
BRD-K91822704-003-07-2	BRD-K91822704	torcitabine	CKTSBUTUHBMZGZ	DNA polymerase inhibitor	DCK|TK2	broad_id_20170327	Phase 2		
BRD-K91825936-001-01-2	BRD-K91825936	ZK-811752	XQYASZNUFDVMFH	CC chemokine receptor antagonist	CCR1	broad_id_20170327	Phase 2		
BRD-K92041145-001-09-5	BRD-K92041145	O6-benzylguanine	KRWMERLEINMZFT	O6-alkylguanine-DNA alkyltransferase inhibitor	MGMT	broad_id_20170327	Phase 3		
BRD-K92049597-001-20-8	BRD-K92049597	triamterene	FNYLWPVRPXGIIP	sodium channel blocker	SCNN1A|SCNN1B|SCNN1D|SCNN1G	broad_id_20170327	Launched		
BRD-K92093830-003-30-8	BRD-K92093830	doxorubicin	AOJJSUZBOXZQNB	topoisomerase inhibitor	TOP2A	broad_id_20170327	Launched	topoisomerase inhibitor	CHD1|TOP2A
BRD-K92213669-001-01-3	BRD-K92213669	lomitapide	MBBCVAKAJPKAKM	microsomal trigylceride transfer protein inhibitor	MTTP	broad_id_20170327	Launched		
BRD-K92241597-001-06-0	BRD-K92241597	tosedostat	FWFGIHPGRQZWIW	peptidase inhibitor	ANPEP|LAP3|NPEPPS	broad_id_20170327	Phase 2		
BRD-K92301463-001-05-5	BRD-K92301463	16,16-dimethylprostaglandin-e2	QAOBBBBDJSWHMU	prostanoid receptor agonist	HPGD	broad_id_20170327	Phase 2		
BRD-K92303087-001-01-6	BRD-K92303087	oglemilast	OKFDRAHPFKMAJH	phosphodiesterase inhibitor		broad_id_20170327	Phase 2		
BRD-K92428153-001-04-4	BRD-K92428153	mycophenolate-mofetil	RTGDFNSFWBGLEC	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2	broad_id_20170327	Launched		
BRD-K92428232-001-10-6	BRD-K92428232	GSK461364	ZHJGWYRLJUCMRT	PLK inhibitor	PLK1	broad_id_20170327	Phase 1		
BRD-K92441787-001-04-1	BRD-K92441787	bexarotene	NAVMQTYZDKMPEU	retinoid receptor agonist	RXRA|RXRB|RXRG	broad_id_20170327	Launched		
BRD-K92467929-001-01-1	BRD-K92467929		QSLJIVKCVHQPLV			broad_id_20170327			
BRD-K92613113-066-02-7	BRD-K92613113	safinamide	NEMGRZFTLSKBAP	dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor	MAOB	broad_id_20170327	Launched		
BRD-K92657060-001-05-7	BRD-K92657060		HUNXMJYCHXQEGX			broad_id_20170327			
BRD-K92723993-001-06-7	BRD-K92723993	imatinib	KTUFNOKKBVMGRW	Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	ABL1|CSF1R|DDR1|KIT|NTRK1|PDGFRA|PDGFRB|RET	broad_id_20170327	Launched		
BRD-K92731339-227-04-9	BRD-K92731339	perindopril	IPVQLZZIHOAWMC	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K92758126-001-18-8	BRD-K92758126	MD-920	IXORZMNAPKEEDV	NFkB pathway inhibitor	AADACL2	broad_id_20170327	Phase 1		
BRD-K92848252-001-01-9	BRD-K92848252	diminazene-aceturate	XNYZHCFCZNMTFY	angiotensin converting enzyme activator	AOC1|PRDX5|PRSS1	broad_id_20170327	Phase 3		
BRD-K92968657-001-01-6	BRD-K92968657	tirapazamine	ORYDPOVDJJZGHQ	DNA inhibitor		broad_id_20170327	Phase 3		
BRD-K92984783-003-05-7	BRD-K92984783	melperone	DKMFBWQBDIGMHM	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HTR2A	broad_id_20170327	Launched		
BRD-K93034159-001-25-8	BRD-K93034159	cladribine	PTOAARAWEBMLNO	adenosine deaminase inhibitor|ribonucleotide reductase inhibitor	ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B	broad_id_20170327	Launched		
BRD-K93123848-001-04-1	BRD-K93123848	RAF265	YABJJWZLRMPFSI	RAF inhibitor|VEGFR inhibitor	BRAF	broad_id_20170327	Phase 2		
BRD-K93208532-001-02-5	BRD-K93208532	apremilast	IMOZEMNVLZVGJZ	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D	broad_id_20170327	Launched		
BRD-K93255255-001-02-1	BRD-K93255255	indoximod	ZADWXFSZEAPBJS	indoleamine 2,3-dioxygenase inhibitor	IDO1	broad_id_20170327	Phase 2		
BRD-K93460210-001-23-7	BRD-K93460210	lamotrigine	PYZRQGJRPPTADH	serotonin receptor antagonist|sodium channel blocker	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K93461745-003-25-0	BRD-K93461745	buspirone	QWCRAEMEVRGPNT	serotonin receptor agonist	DRD2|HTR1A	broad_id_20170327	Launched		
BRD-K93618743-001-21-0	BRD-K93618743	ipriflavone	SFBODOKJTYAUCM	bone resorption inhibitor		broad_id_20170327	Launched		
BRD-K93633846-001-01-7	BRD-K93633846	hesperidin	QUQPHWDTPGMPEX	flavanone glycoside	AURKB|CACNA1B	broad_id_20170327	Launched		
BRD-K93645900-001-11-3	BRD-K93645900	tadalafil	WOXKDUGGOYFFRN	phosphodiesterase inhibitor	PDE11A|PDE5A	broad_id_20170327	Launched		
BRD-K93754473-048-20-2	BRD-K93754473	tamoxifen	NKANXQFJJICGDU	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ	broad_id_20170327	Launched		
BRD-K93767137-001-01-1	BRD-K93767137	oseltamivir-carboxylate	NENPYTRHICXVCS	neuraminidase inhibitor		broad_id_20170327	Launched		
BRD-K93779381-001-01-9	BRD-K93779381	ingenol-mebutate	VDJHFHXMUKFKET	PKC activator	PRKCA|PRKCB|PRKCD|PRKCE|PRKCG	broad_id_20170327	Launched		
BRD-K93869735-001-01-1	BRD-K93869735	taltirelin	LQZAIAZUDWIVPM	thyrotropin releasing hormone receptor agonist	TRHR	broad_id_20170327	Launched		
BRD-K93880783-001-26-6	BRD-K93880783	stavudine	XNKLLVCARDGLGL	DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor		broad_id_20170327	Launched		
BRD-K93918653-001-08-9	BRD-K93918653	quizartinib	CVWXJKQAOSCOAB	FLT3 inhibitor	CSF1R|FLT3|KIT|PDGFRA|PDGFRB|RET	broad_id_20170327	Phase 3		
BRD-K93944989-001-08-0	BRD-K93944989	safingol	OTKJDMGTUTTYMP	PKC inhibitor	TRPM3	broad_id_20170327	Phase 1		
BRD-K94288301-001-01-7	BRD-K94288301	letermovir	FWYSMLBETOMXAG	CMV terminase inhibitor		broad_id_20170327	Launched		
BRD-K94293891-001-01-3	BRD-K94293891		JYTNQNCOQXFQPK			broad_id_20170327			
BRD-K94397152-001-01-6	BRD-K94397152	ribavirin	IWUCXVSUMQZMFG	antiviral	ADK|ENPP1|IMPDH1|IMPDH2|NT5C2	broad_id_20170327	Launched		
BRD-K94420399-001-01-9	BRD-K94420399	PF-04136309	ZNSVOHSYDRPBGI	CC chemokine receptor antagonist		broad_id_20170327	Phase 2		
BRD-K94436377-001-10-2	BRD-K94436377	diosmin	GZSOSUNBTXMUFQ	aryl hydrocarbon receptor agonist|capillary stabilizing agent	AHR	broad_id_20170327	Launched		
BRD-K94534639-001-02-5	BRD-K94534639	LY2811376	MJQMRGWYPNIERM	beta-secretase inhibitor	BACE1	broad_id_20170327	Phase 1		
BRD-K94830329-001-03-0	BRD-K94830329	ataluren	OOUGLTULBSNHNF	CFTR channel agonist|dystrophin stimulant	DMD	broad_id_20170327	Launched		
BRD-K95142244-001-01-5	BRD-K95142244	talazoparib	HWGQMRYQVZSGDQ	PARP inhibitor	PARP2	broad_id_20170327	Launched		
BRD-K95237249-001-26-5	BRD-K95237249	probenecid	DBABZHXKTCFAPX	uricosuric blocker	PANX1|SLC22A11|SLC22A6|SLC22A8|SLCO1C1	broad_id_20170327	Launched		
BRD-K95260951-050-03-1	BRD-K95260951	asenapine	VSWBSWWIRNCQIJ	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A	broad_id_20170327	Launched		
BRD-K95412502-003-01-5	BRD-K95412502	istaroxime	MPYLDWFDPHRTEG	ATPase inhibitor	ATP1A1	broad_id_20170327	Phase 2		
BRD-K95739795-001-03-7	BRD-K95739795	tetrabenazine	MKJIEFSOBYUXJB	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2	broad_id_20170327	Launched		
BRD-K95763993-001-19-3	BRD-K95763993	trapidil	GSNOZLZNQMLSKJ	PDGFR tyrosine kinase receptor inhibitor	PDGFRA	broad_id_20170327	Launched		
BRD-K95773607-004-03-8	BRD-K95773607	darifenacin	HXGBXQDTNZMWGS	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-K95880107-001-02-4	BRD-K95880107	PH-797804	KCAJXIDMCNPGHZ	p38 MAPK inhibitor	MAPK11|MAPK14	broad_id_20170327	Phase 2		
