pert_id	pert_iname	moa	target
BRD-K81330143	tideglusib	glycogen synthase kinase inhibitor	GSK3B
BRD-K34098590	tienilic-acid	cytochrome P450 inhibitor|sodium/potassium/chloride transporter inhibitor	CYP2C9|SLC12A1
BRD-A92800748	tie2-kinase-inhibitor	TIE tyrosine kinase inhibitor	KDR|MAPK14
BRD-K20568871	tifenazoxide	ATP-sensitive potassium channel agonist	ABCC8|KCNJ11
BRD-K00003349	tigecycline	bacterial 30S ribosomal subunit inhibitor	
BRD-K36796419	tilmicosin	bacterial 50S ribosomal subunit inhibitor	
BRD-K34568562	tilorone	interferon inducer	
BRD-K10845183	tiludronate	bone resorption inhibitor|osteoclast inhibitor	ATP6V1A|MMP2|PTPN1
BRD-A64406146	timofibrate	cholesterol inhibitor|lipase clearing factor inhibitor	LPL
BRD-K08806317	timolol	adrenergic receptor antagonist	ADRB1|ADRB2
BRD-K00003683	timonacic	antioxidant	
BRD-K00004663	tinazoline	adrenergic receptor agonist	
BRD-K89125793	tinidazole	antiprotozoal agent	
BRD-K84313779	tinoridine	anti-inflammatory agent	
BRD-K00003630	tioconazole	sterol demethylase inhibitor	
BRD-K75649340	tioguanine	purine antagonist	
BRD-A85295731	tiopronin	chelating agent|reducing agent	
BRD-K11107424	tiotidine	histamine receptor antagonist	HRH2
BRD-K62782754	tiotropium	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
BRD-K41876534	tioxolone	carbonic anhydrase inhibitor	CA2
BRD-K00004627	tipelukast	leukotriene receptor antagonist	
BRD-K62965247	tipifarnib	farnesyltransferase inhibitor	FNTA|FNTB
BRD-K11973162	tipiracil	thymidine phosphorylase inhibitor	
BRD-K30882994	tiplaxtinin	plasminogen activator inhibitor	SERPINE1
BRD-A10039652	tipranavir	HIV protease inhibitor	
BRD-A73566563	tiprenolol	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-K77552740	tiquizium	acetylcholine receptor antagonist	
BRD-K75250001	tiracizine	sodium channel blocker	SCN5A
BRD-K92968657	tirapazamine	DNA inhibitor	
BRD-K51087630	tirasemtiv	troponin activator	
BRD-K61236135	tiratricol	thyroid hormone stimulant	THRA|THRB
BRD-K37872686	tirofiban	platelet aggregation inhibitor|structural glycoprotein antagonist	ITGA2B|ITGB3
BRD-K60284353	titanocene-dichloride	apoptosis stimulant	
BRD-K33379087	tivantinib	tyrosine kinase inhibitor	MET
BRD-K53414658	tivozanib	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB
BRD-K06335600	tizanidine	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C|NISCH
BRD-K66097663	TMC-353121	RSV fusion inhibitor	
BRD-K49659468	TMC647055	RNA polymerase inhibitor	
BRD-K24527118	TMN-355	cyclophilin inhibitor	PPIA
BRD-K49119234	TMPH		
BRD-K96233303	TMS		
BRD-K53597484	TNP-470	methionine aminopeptidase inhibitor	METAP2
BRD-K05619559	tobramycin	bacterial 30S ribosomal subunit inhibitor	
BRD-K01826767	tocainide	sodium channel blocker	SCN5A
BRD-K62040061	toceranib	protein tyrosine kinase inhibitor	FLT1|FLT3|KDR|PDGFRA|PDGFRB
BRD-K57305459	tocofersolan	antioxidant	
BRD-K68553471	todralazine	antihypertensive agent	
BRD-K31283835	tofacitinib	JAK inhibitor	JAK1|JAK2|JAK3
BRD-K94830213	tofisopam	cytochrome P450 inhibitor|phosphodiesterase inhibitor	CYP3A4
BRD-K96344439	tofogliflozin	sodium/glucose cotransporter inhibitor	GCK
BRD-A60498477	tolamolol	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-K32164935	tolazamide	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11
BRD-K46211610	tolazoline	adrenergic receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|HRH1|HRH2
BRD-K85119730	tolbutamide	ATP channel blocker	ABCC8|KCNJ1|KCNJ11|KCNJ8
BRD-K10852020	tolcapone	catechol O methyltransferase inhibitor	COMT
BRD-K50133271	tolfenamic-acid	cyclooxygenase inhibitor|prostanoid receptor antagonist	
BRD-K41772907	tolimidone	SRC activator	LYN|SRC
BRD-K82562631	tolmetin	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K44273375	tolnaftate	fungal squalene epoxidase inhibitor	
BRD-K82687598	tolonidine	adrenergic receptor antagonist	ADRA2A
BRD-K94882685	tolonium		
BRD-A67182178	toloxatone	monoamine oxidase inhibitor	MAOA|MAOB
BRD-A27732521	tolperisone	voltage-gated sodium channel blocker	CYP2C19|CYP2D6
BRD-K85693895	tolrestat	aldose reductase inhibitor	AKR1A1|AKR1B1|AKR1B10
BRD-K54316499	tolterodine	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K64514229	toltrazuril	antiprotozoal agent	
BRD-A82035391	tolvaptan	vasopressin receptor antagonist	AVPR1A|AVPR2
BRD-K00003487	tomeglovir	antiviral	
BRD-K74765201	tomelukast	leukotriene receptor antagonist	CYSLTR1
BRD-K00003361	tomivosertib	MAPK-interacting kinase inhibitor	
BRD-K36970462	tonabersat	gap junction modulator|nitric oxide production inhibitor	
BRD-K00003325	topilutamide	androgen receptor antagonist	
BRD-K29653726	topiramate	carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist	CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K77561571	topiroxostat	xanthine oxidase inhibitor	XDH
BRD-K55696337	topotecan	topoisomerase inhibitor	TOP1|TOP1MT
BRD-K30480208	torasemide	electrolyte reabsorption inhibitor|thromboxane receptor antagonist	SLC12A1
BRD-K55675242	torcetrapib	cholesteryl ester transfer protein inhibitor	CETP
BRD-K91822704	torcitabine	DNA polymerase inhibitor	DCK|TK2
BRD-K51350053	toremifene	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1
BRD-K40175214	torin-1	mTOR inhibitor	MTOR
BRD-K68174511	torin-2	mTOR inhibitor	MTOR
BRD-K92241597	tosedostat	peptidase inhibitor	ANPEP|LAP3|NPEPPS
BRD-K01825158	tosufloxacin	bacterial DNA gyrase inhibitor	
BRD-K26420709	toyocamycin	serine/threonine kinase inhibitor	ERN1
BRD-K93045741	tozadenant	adenosine receptor antagonist	ADORA2A
BRD-K59369769	tozasertib	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	AURKA|AURKB|AURKC|LCK
BRD-K87941707	TP-003	GABA receptor inverse agonist	GABRA1|GABRA2|GABRA3|GABRA5
BRD-K84034737	TP-0903	AXL kinase inhibitor	AXL
BRD-K00005239	TP-3654	1,4,5-trisphosphate inhibitor	
BRD-K51575138	TPCA-1	IKK inhibitor	IKBKB
BRD-K00004542	TPPS4		
BRD-K00003313	trabectedin	antitumor agent	
BRD-K00004698	trabodenoson	adenosine receptor agonist	
BRD-K34154330	tracazolate	GABA receptor modulator	GABRA1
BRD-K00003222	tradipitant	neurokinin receptor antagonist	
BRD-K30071764	TRAM-34	potassium channel antagonist	KCNN4
BRD-K81341251	TRAM-39	calcium-activated potassium channel activator	KCNN4
BRD-K12343256	trametinib	MEK inhibitor	MAP2K1|MAP2K2
BRD-K82234479	tramiprosate	beta amyloid protein neurotoxicity inhibitor	APP
BRD-K28550399	trandolapril	angiotensin converting enzyme inhibitor	ACE
BRD-K15014948	tranexamic-acid	antifibrinolytic|plasminogen activator inhibitor	PLG
BRD-K17849083	tranilast	angiogenesis inhibitor	HPGDS|HRH1
BRD-K26222048	trans-10,cis-12-conjugated-linoleic-acid		
BRD-K42959922	trans-2-undecenoic-acid		
BRD-K75080769	trans-4-[8-(3-fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid		
BRD-K91614056	trans-4-hydroxycrotonic-acid	gamma hydroxybutyric acid ligand	
BRD-K26273521	trans-4-methoxycinnamic-acid		
BRD-K00003217	transcrocetinate	glutamate receptor antagonist	
BRD-K00003699	tranylcypromine	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB
BRD-K69837166	trap-101	nociceptin/orphanin FQ receptor antagonist|opioid receptor antagonist	OPRL1
BRD-K95763993	trapidil	PDGFR tyrosine kinase receptor inhibitor	PDGFRA
BRD-K23976833	travoprost	prostanoid receptor agonist	PTGFR
BRD-K38158531	traxoprodil	glutamate receptor antagonist	GRIN2B
BRD-K70778732	trazodone	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4
BRD-A20686268	trebenzomine		
BRD-K36407194	trelagliptin	dipeptidyl peptidase inhibitor	DPP4
BRD-K08619838	tremorine	acetylcholine receptor agonist	
BRD-K20902145	treosulfan	DNA synthesis inhibitor	
BRD-K37543758	trepibutone	cholinergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4
BRD-K19706299	treprostinil	prostanoid receptor agonist	P2RY12|PPARD|PTGIR
BRD-K84663978	trequinsin	phosphodiesterase inhibitor	PDE5A
BRD-K08748705	tretazicar	DNA replication inhibitor	NQO2
BRD-K71879491	tretinoin	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG
BRD-K92844263	triacetin		
BRD-K77554836	triamcinolone	glucocorticoid receptor agonist	NR3C1
BRD-K53790871	triamcinolone-acetonide	glucocorticoid receptor agonist|immunosuppressant	NR3C1|SERPINA6
BRD-K00003338	triamcinolone-hexacetonide	anti-inflammatory agent	
BRD-K92049597	triamterene	sodium channel blocker	SCNN1A|SCNN1B|SCNN1D|SCNN1G
BRD-K01669786	triapine	ribonucleotide reductase inhibitor	RRM1|RRM2
BRD-A60294240	tribenoside	anti-inflammatory agent|capillary stabilizing agent	
BRD-K09118247	tribomsalan		
BRD-K69632891	tribromoethanol	analgesic agent	
BRD-K38969488	tributyrin	HDAC inhibitor	
BRD-K24790130	tricaprylin		
BRD-A28940325	trichlormethiazide	chloride channel blocker	PTGS1|PTGS2|SLC12A1
BRD-K42090719	trichloroacetic-acid		
BRD-K46435528	trichloroethylene		
BRD-K68202742	trichostatin-a	HDAC inhibitor	HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
BRD-K80431395	triciribine	AKT inhibitor	AKT1|AKT2|AKT3
BRD-K00004666	triciribine-phosphate	AKT inhibitor	
BRD-K81916719	triclabendazole	microtubule inhibitor	DNMT1
BRD-K25029121	triclocarban	other antibiotic	
BRD-K41731458	triclosan	antibacterial agent	DNMT1
BRD-A22152765	tridihexethyl	acetylcholine receptor antagonist	
BRD-K37111771	trientine	chelating agent	CA14
BRD-K00005342	trifloxystrobin	mitochondrial electron transport inhibitor	
BRD-K89732114	trifluoperazine	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1
BRD-K63675182	triflupromazine	dopamine receptor antagonist	CHRM1|CHRM2|DRD1|DRD2|HTR2B
BRD-K03243820	trifluridine	DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	TYMS
BRD-K71696703	triflusal	cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor	NFKB1|NOS2|PDE10A|PTGS1
BRD-K69231085	trigonelline		
BRD-K00003691	trihexyphenidyl	acetylcholine receptor antagonist	CHRM1
BRD-K00003412	trilaciclib	CDK inhibitor	
BRD-A04497688	trilostane	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor	
BRD-K36851334	TRIM		
BRD-K00003635	trimebutine	opioid receptor agonist	OPRD1|OPRK1|OPRM1
BRD-K88366685	trimetazidine	3-ketoacyl CoA thiolase inhibitor	ACAA2
BRD-K16606819	trimethadione	oxazolidine antiepileptic	CACNA1G|CACNA1H|CACNA1I
BRD-K34415467	trimethobenzamide	histamine receptor antagonist	DRD2
BRD-K07208025	trimethoprim	dihydrofolate reductase inhibitor	DHFR|TYMS
BRD-A56241705	trimethoquinol	adrenergic receptor antagonist	ADRB2|ADRB3
BRD-K24483849	trimethylolpropane-triacrylate		
BRD-K53220666	trimetozine	sedative	
BRD-K13642819	trimetrexate	dihydrofolate reductase inhibitor	DHFR
BRD-K01825162	trimipramine	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2|SLC6A3|SLC6A4
BRD-K54790157	trioxsalen	DNA synthesis inhibitor	
BRD-K57033106	tripelennamine	histamine receptor antagonist	HRH1
BRD-K11742128	triprolidine	histamine receptor antagonist	HRH1
BRD-K19427720	triptan	serotonin receptor agonist	HTR1B|HTR1D
BRD-K39484304	triptolide	RNA polymerase inhibitor	RELA
BRD-K62685538	triptorelin	gonadotropin releasing factor hormone receptor agonist	GNRHR
BRD-K76375510	troclosene		
BRD-K00003124	trodusquemine	tyrosine phosphatase inhibitor	
BRD-K83502127	trofinetide	cytokine production inhibitor	IFNG|IL6|TNF
BRD-A91386192	trofosfamide	DNA alkylating agent	
BRD-A13084692	troglitazone	insulin sensitizer|PPAR receptor agonist	CYP2C8|PPARG|TRPM3
BRD-K38310698	troleandomycin	protein synthesis inhibitor	
BRD-A17846016	trolox	antioxidant	
BRD-K91422571	tromaril	prostanoid receptor antagonist	
BRD-K47978074	trometamol		AMD1|CANT1|DCN|NEIL1|VEGFA
BRD-A84389633	tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist	HTR3A|HTR3B
BRD-A34603619	tropesin	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A79672927	tropicamide	acetylcholine receptor antagonist	CHRM3|CHRM4
BRD-K00003480	tropifexor	FXR agonist	
BRD-K50866992	tropisetron	serotonin receptor antagonist	GLRA1|GLRA2|GLRB|HTR3A|HTR4
BRD-K00003641	trospium	acetylcholine receptor antagonist	CHRM1
BRD-K00494077	trovafloxacin	bacterial DNA gyrase inhibitor	TOP2A
BRD-A35868371	troventol		
BRD-K00989047	trovirdine	non-nucleoside reverse transcriptase inhibitor	
BRD-K73529671	troxerutin	antioxidant	
BRD-A68589262	troxipide	glucosamine synthetase stimulant	
BRD-K35626314	TRV130	opioid receptor agonist	OPRM1
BRD-K76973696	tryptanthrin	cyclooxygenase inhibitor	IDO1
BRD-K83776863	tryptophan	serotonin receptor partial agonist	CASR|IDO1|SLC36A1|WARS|WARS2
BRD-K00004685	TS-011	delayed vasospasm antagonist	
BRD-K49685476	TTNPB	retinoid receptor agonist	RARA|RARB|RARG
BRD-K64852730	TTP-22	casein kinase inhibitor	CSNK2A1
BRD-K44590731	TU-2100		
BRD-A19958636	tuaminoheptane		
BRD-K00627859	tubastatin-A	HDAC inhibitor	HDAC6
BRD-K99621550	tubocurarine	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN
BRD-K26026438	tucatinib	EGFR inhibitor	ERBB2
BRD-K95216408	tucidinostat	HDAC inhibitor	
BRD-K00003336	tuftsin	macrophage activator	
BRD-K56086081	TUG-770	free fatty acid receptor agonist	FFAR1
BRD-K24282351	TUG-891	free fatty acid receptor agonist	FFAR4
BRD-K00003719	tulobuterol	adrenergic receptor agonist	ADRB2
BRD-K00005240	tulrampator	antidepressant 	
BRD-K28360340	TW-37	BCL inhibitor	BCL2|BCL2L1|MCL1
BRD-K94176593	TWS-119	glycogen synthase kinase inhibitor	GSK3B|JUN|MYC
BRD-K36040345	TXA127	angiotensin receptor agonist	
BRD-K66584608	TY-52156	sphingosine 1-phosphate receptor antagonist	S1PR3
BRD-K37753391	tylosin	protein synthesis inhibitor	
BRD-K64414150	tymazoline		
BRD-K76064317	tyrphostin-AG-1296	FLT3 inhibitor	FLT3
BRD-K68336408	tyrphostin-AG-1478	EGFR inhibitor	EGFR|MAPK14
BRD-K49657628	tyrphostin-AG-18	EGFR inhibitor|tyrosine kinase inhibitor	EGFR
BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor	EGFR
BRD-K87919739	tyrphostin-AG-825	protein tyrosine kinase inhibitor	ERBB2
BRD-K17415526	tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR
BRD-K59469039	tyrphostin-AG-879	tyrosine kinase inhibitor	ERBB2|KDR|NTRK1
BRD-K60184833	tyrphostin-AG-99	tyrosine kinase inhibitor	EGFR
BRD-K40255344	tyrphostin-A9	protein tyrosine kinase inhibitor|tyrosine kinase inhibitor	
BRD-K03635852	U-0124	MEK inhibitor	
BRD-K18787491	U-0126	MEK inhibitor	AKT1|CHEK1|GSK3B|LCK|MAP2K1|MAP2K2|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1
BRD-K08953028	U-0521	catechol O methyltransferase inhibitor	COMT
BRD-K77867004	U-104	carbonic anhydrase inhibitor	CA1|CA12|CA2|CA9
BRD-K22025381	U-18666A	oxidosqualene cyclase inhibitor	
BRD-K53532120	U-50488-(-)	opioid receptor agonist	OPRK1
BRD-K20995441	U-54494A	opioid receptor agonist	OPRK1
BRD-K77070363	U-75799E	growth hormone releasing factor agonist	GHSR
BRD-K70281171	U-99194	dopamine receptor antagonist	DRD3
BRD-K38966689	UAMC-00039	dipeptidyl peptidase inhibitor	DPP4|DPP7
BRD-A14574269	UB-165	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNB2
BRD-K59574735	ubenimex	leukotriene synthesis inhibitor	LTA4H|RNPEP
BRD-A45499626	UBP-296	glutamate receptor antagonist	GRIK1
BRD-K79753741	UBP-302	glutamate receptor antagonist	GRIK1
BRD-K09597601	UBP-310	glutamate receptor antagonist	GRIK1|GRIK5
BRD-K73610817	UC-112	XIAP inhibitor	XIAP
BRD-K50325075	UCL-2077	slow afterhyperpolarization channel blocker	
BRD-K00003266	udenafil	phosphodiesterase inhibitor	
BRD-K20480395	UF-010	HDAC inhibitor	HDAC1|HDAC2|HDAC3|HDAC8
BRD-K84173274	ufenamate	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K66715657	UH-232-(+)	dopamine receptor antagonist	DRD2|DRD3|DRD4|HTR1A
BRD-K57011718	UK-356618	metalloproteinase inhibitor	MMP13|MMP14|MMP2|MMP3|MMP9
BRD-K06294530	UK-383367	procollagen C-endopeptidase inhibitor	BMP1
BRD-K19558579	UK-5099	monocarboxylate transporter inhibitor	SLC16A1
BRD-K00003367	uki-1	urokinase inhibitor	
BRD-A61633223	ulifloxacin		
BRD-K64381438	ulipristal	progesterone receptor antagonist	PGR
BRD-K46692793	umeclidinium	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
BRD-K30933884	unbs-5162	CC chemokine receptor antagonist	
BRD-K77428767	UNC0224	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
BRD-K74236984	UNC0321	histone lysine methyltransferase inhibitor	EHMT2
BRD-K13060017	UNC0631	histone lysine methyltransferase inhibitor	EHMT2
BRD-K86856088	UNC0638	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
BRD-K60130390	UNC0642	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
BRD-K87465484	UNC0646	histone lysine methyltransferase inhibitor	EHMT2
BRD-K02988401	UNC0737	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
BRD-K83189926	UNC1215	L3MBTL antagonist	L3MBTL3
BRD-K26989966	UNC1999	histone lysine methyltransferase inhibitor	EZH2
BRD-K91283740	UNC2025	FLT3 inhibitor|MER tyrosine kinase inhibitor	FLT3|MERTK
BRD-K01773560	UNC2250	MER tyrosine kinase inhibitor	MERTK
BRD-K60635008	UNC2327	protein arginine N-methyltransferase inhibitor	PRMT3
BRD-K46344388	UNC3230	phosphatidyl-inositol activator	PIP5K1C
BRD-K21906513	UNC669	L3MBTL antagonist	L3MBTL1
BRD-K22229656	UNC926	MBT inhibitor	L3MBTL1
BRD-K19189338	undecylenic-acid	other antifungal	
BRD-K00003286	upadacitinib	JAK inhibitor	
BRD-K00003218	upamostat	serine protease inhibitor	
BRD-K77950083	UPF-1069	PARP inhibitor	PARP2
BRD-K00003526	uprifosbuvir	antiviral	
BRD-K38332599	uprosertib	AKT inhibitor	AKT1|AKT2|AKT3
BRD-K80129304	uracil		DPYD|UCKL1
BRD-K10180294	uracil-mustard	DNA synthesis inhibitor	
BRD-K73196317	urapidil	adrenergic receptor antagonist	HTR1A
BRD-K92169341	URB597	FAAH inhibitor	FAAH|FAAH2|TRPA1
BRD-K88052444	urea	hydroxy radical formation stimulant	ARG1|CA2|CTNNB1
BRD-K24297741	urethane	local anesthetic	
BRD-K01295354	uric-acid		PYGL
BRD-K13050303	uridine	dopamine receptor agonist	LSM6|TYMP
BRD-K18323388	uridine-triacetate		
BRD-K01825013	uridine-5'-triphosphate	purinergic receptor activator	P2RY11|P2RY2|P2RY4|P2RY6|UCK2
BRD-K66908976	URMC-099	mixed lineage kinase inhibitor	CDKL2|DAPK3|FLT3|LRRK2|MAP3K10|MAP3K11|MAP3K2|MAP3K9|SRPK2
BRD-K00003383	urolithin-A	antioxidant	
BRD-K45245728	ursodeoxycholyltaurine	cholesterol inhibitor	
BRD-K15697815	ursodiol	nuclear factor erythroid derived|like (NRF2) activator	AKR1C2|NR1H4
BRD-K68185022	ursolic-acid	ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor	HSD11B1|PLA2G1B|PTPN1|PYGM
BRD-A99182808	usniacin-(+)	MAP kinase activator	PTPN1
BRD-A12417644	usniacin-(+)	MAP kinase activator	PTPN1
BRD-K75052463	V-51	adrenergic receptor antagonist	
BRD-K00003306	vaborbactam	beta lactamase inhibitor	
BRD-K00003407	vadadustat	hypoxia inducible factor prolyl hydroxylase inhibitor	
BRD-K00004630	val-tyr	angiotensin converting enzyme inhibitor	
BRD-K46435977	valaciclovir	DNA polymerase inhibitor	
BRD-K00003233	valbenazine	vesicular monoamine transporter inhibitor	
BRD-K12994359	valdecoxib	cyclooxygenase inhibitor	CA12|PTGS2
BRD-A56613951	valethamate	acetylcholine receptor antagonist	CHRM1|CHRM4|CHRM5
BRD-K01825663	valganciclovir	DNA synthesis inhibitor	
BRD-K22938173	valnemulin	bacterial 50S ribosomal subunit inhibitor	
BRD-A96644976	valnoctamide	arachidonic acid acylation inhibitor|benzodiazepine receptor agonist	
BRD-K41260949	valproic-acid	benzodiazepine receptor agonist|HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K54698528	valpromide	epoxide hydolase inhibitor	
BRD-K32804101	valrocemide		
BRD-K72951360	valrubicin	DNA inhibitor|topoisomerase inhibitor	TOP2A
BRD-K45158365	valsartan	angiotensin receptor antagonist	AGTR1
BRD-K19412342	valspodar	P glycoprotein inhibitor	ABCB1
BRD-K91065602	vancomycin	bacterial cell wall synthesis inhibitor	
BRD-K77625799	vandetanib	EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK|VEGFA
BRD-K24258499	vanillin		ABAT|ALDH5A1
BRD-K33510429	vanillylacetone		
BRD-K00003445	vaniprevir	serine protease inhibitor	
BRD-K26502378	vanitiolide		
BRD-K32501161	vanoxerine	dopamine reuptake inhibitor	SLC6A3
BRD-K00004577	vapendavir	antiviral	
BRD-K13926615	vardenafil	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H
BRD-K18855837	varenicline	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNA6|CHRNA7
BRD-K09711437	varespladib	secretory phospholipase inhibitor	PLA2G2A
BRD-K73028949	vasopressin	vasopressin receptor agonist	AVPR1A|AVPR1B|AVPR2|OXTR
BRD-K70163715	vatalanib	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	EGFR|FLT1|FLT4|KDR|PDGFRB
BRD-K00003277	vatinoxan	adrenergic receptor antagonist	
BRD-K36338614	VBY-825	cathepsin inhibitor	CTSB|CTSL|CTSS
BRD-K75956464	VCH-916	HCV inhibitor	
BRD-K26756394	VE-821	ATR kinase inhibitor	ATR
BRD-K04701033	VE-822	ATR kinase inhibitor	ATM|ATR|MTOR|PIK3CG
BRD-K00003503	vecabrutinib	Bruton's tyrosine kinase (BTK) inhibitor	
BRD-K20168442	vecuronium	acetylcholine receptor antagonist	CHRNA2
BRD-K00004714	vedaprofen	anti-inflammatory agent	PTGS2
BRD-K00004580	velaresol		
BRD-K00003235	veledimex	cytochrome P450 inhibitor	
BRD-K12852738	veliflapon	leukotriene synthesis inhibitor	ALOX5AP
BRD-K87142802	veliparib	PARP inhibitor	PARP1|PARP2
BRD-K06357403	velneperit	neuropeptide receptor antagonist	NPY5R
BRD-K00003133	velpatasvir	antiviral	
BRD-K56343971	vemurafenib	RAF inhibitor	BRAF|RAF1
BRD-K62391742	venetoclax	BCL inhibitor	BCL2
BRD-K01826548	venlafaxine	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4
BRD-K32330832	VER-155008	HSP inhibitor	HSPA1A
BRD-K38548312	VER-49009	HSP inhibitor	HSP90AA1
BRD-K00003433	veralipride	dopamine receptor antagonist	
BRD-A09533288	verapamil	calcium channel blocker	CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
