!Source	"The Drug Repurposing Hub, Broad Institute"		
!URL	http://www.broadinstitute.org/repurposing		
!File_date	3/27/17		
!Table_name	drug information		
!API_available	We suggest using the available data API and/or custom web export function for additional annotation fields and database source information.		
!Disclaimer	For research use only. Do not use the Repurposing Hub to make clinical treatment decisions. BROAD DOES NOT GUARANTEE OR WARRANT THE ACCURACY OF THE DATA WITHIN THE REPURPOSING HUB.  RELIANCE ON THE REPURPOSING HUB IS AT THE USER’S SOLE RISK.		
!Restrictions	The Drug Repurposing Hub data is provided for non-commercial use only.		
!Citation	"Please cite usage as: Corsello SM, et al. Nature Medicine. 23 (2017)."		
!Contact	repurposing@broadinstitute.org		
pert_iname	clinical_phase	moa	target
teriflunomide	Launched	dihydroorotate dehydrogenase inhibitor	DHODH
terlipressin	Launched	vasopressin receptor agonist	AVPR1A|AVPR1B|AVPR2
terodiline	Phase 3	cholinergic receptor antagonist	
teroxirone	Phase 1	DNA inhibitor	
terpene	Preclinical		
terreic-acid-(-)	Preclinical	Bruton's tyrosine kinase (BTK) inhibitor	BTK
terutroban	Phase 3	prostanoid receptor antagonist	TBXA2R
tesaglitazar	Phase 3	insulin sensitizer|PPAR receptor agonist	PPARA|PPARG
testolactone	Launched	aromatase inhibitor	CYP19A1
testosterone	Launched	androgen receptor agonist	AR
testosterone-enanthate	Launched	androgen receptor agonist	AR
testosterone-propionate	Launched	androgen receptor agonist	AR
testosterone-undecanoate	Launched	androgen receptor agonist	AR
tetrabenazine	Launched	vesicular monoamine transporter inhibitor	DRD2|SLC18A1|SLC18A2
tetracaine	Launched	membrane integrity inhibitor	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
tetracycline	Launched	bacterial 30S ribosomal subunit inhibitor	PRNP
tetradecylthioacetic-acid	Phase 2	lipid peroxidase inhibitor	
tetraethylenepentamine	Phase 2/Phase 3	superoxide dismutase inhibitor	SOD1|SOD2
tetrahydrofolic-acid	Launched		ALDH1L1|AMT|ATIC|FOLR2|FTCD|MTFMT|MTHFD1|MTHFD2|MTHFR|MTR|SHMT1|SHMT2
tetrahydropapaverine	Preclinical		
tetrahydrouridine	Phase 2	cytidine deaminase inhibitor	CDA
tetrahydrozoline	Launched	adrenergic receptor agonist	
tetramethylthiuram-monosulfide	Preclinical		
tetramisole	Launched	immunostimulant	
tetrandrine	Preclinical	calcium channel blocker	SLC6A3
tetrazol-5-yl-glycine-(RS)	Preclinical	glutamate receptor agonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D
tetrindole	Phase 3	monoamine oxidase inhibitor	MAOA
tetroquinone	Preclinical		
TG-003	Preclinical	CLK inhibitor	CLK1|CLK4|DYRK1A|DYRK1B
TG-02	Phase 1	CDK inhibitor|FLT3 inhibitor|JAK inhibitor	CDK1|CDK2|CDK7|CDK9|FLT3|JAK2
TG-100572	Preclinical	src inhibitor|VEGFR inhibitor	KDR|SRC
TG-100713	Preclinical	PI3K inhibitor	
TG-100801	Phase 2	src inhibitor|VEGFR inhibitor	FGFR1|FLT1|KDR|SRC
TG-101209	Preclinical	JAK inhibitor	JAK2|JAK3
TG-101348	Phase 3	FLT3 inhibitor|JAK inhibitor	BRD4|JAK1|JAK2|JAK3|TYK2
TGR-1202	Phase 3	PI3K inhibitor	
TGX-221	Preclinical	PI3K inhibitor	PIK3CB|PIK3CD
TG100-115	Phase 1/Phase 2	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
TH-302	Phase 3	DNA alkylating agent	
thaliblastine	Phase 2	DNA inhibitor	
thalidomide	Launched	tumor necrosis factor production inhibitor	CRBN|FGFR2|NFKB1|ORM1|ORM2|PTGS2|TNF
theobromine	Launched	phosphodiesterase inhibitor	ADORA1|ADORA2A|PDE4B
theophylline	Launched	adenosine receptor antagonist	
thiamet-g	Preclinical	GLCNAC phosphotransferase inhibitor	MGEA5
thiamine	Launched	vitamin B	SLC19A2|SLC19A3|TPK1
thiamine-pyrophosphate	Launched		
thiamphenicol	Launched	bacterial 50S ribosomal subunit inhibitor	
thiamylal	Launched	glutamate receptor antagonist	GABRA1|KCNJ11|KCNJ8
thiazovivin	Preclinical	rho associated kinase inhibitor	
thiethylperazine	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD4
thiocolchicoside	Launched	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB
thioctic-acid	Launched	reducing agent	ACHE|LIAS|LIPT1|PTGS2|SLC5A6
thiodiglycol	Preclinical		
thioguanine	Launched	purine antagonist	IMPDH1|IMPDH2
thiomersal	Launched	other antibiotic	OXCT1
thiopental	Launched	GABA receptor antagonist	CHRNA4|CHRNA7|FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GRIA2|GRIK2
thioperamide	Preclinical	histamine receptor antagonist	HRH3|HRH4
thiophanate	Preclinical		
thioproperazine	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A
thioridazine	Withdrawn	dopamine receptor antagonist	ADRA1A|ADRA1B|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCNH2
thiorphan	Phase 1	membrane metalloendopeptidase inhibitor	MME
thiostrepton	Launched	FOXM1 inhibitor|protein synthesis inhibitor	FOXM1
thiotepa	Launched	cytochrome P450 inhibitor	CYP2B6|CYP3A4
thiothixene	Launched	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A
thiram	Launched		JAK2
thonzonium	Launched	ATPase inhibitor	
thonzylamine	Launched	antihistamine	
threo-2-methylisocitrate-(DL)	Preclinical	isocitrate lyase substrate	
thymol	Launched	GABA receptor positive allosteric modulator	TRPA1
thymol-iodide	Preclinical		
THZ1	Preclinical	CDK inhibitor	CDK7
THZ1-R	Preclinical	CDK inhibitor	CDK7
THZ2	Preclinical	CDK inhibitor	CDK7
TH588	Preclinical	MTH1 inhibitor	NUDT1
tiabendazole	Launched	angiogenesis inhibitor	
tiagabine	Launched	GABA uptake inhibitor	SLC6A1
tianeptine	Launched	selective serotonin reuptake enhancer (SSRE)	OPRD1|OPRK1|OPRM1
tiapride	Launched	dopamine receptor antagonist	DRD2|DRD3
tiaprofenic-acid	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2
tiaramide	Launched	anti-inflammatory agent	
tibolone	Launched	androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist	ESR1
ticagrelor	Launched	purinergic receptor antagonist	P2RY12
ticarcillin	Launched	lactamase inhibitor	
ticlopidine	Launched	purinergic receptor antagonist	P2RY12
TIC10	Phase 2	AKT inhibitor|TRAIL modulator	AKT1|MAPK1
tideglusib	Phase 2	glycogen synthase kinase inhibitor	GSK3B
tienilic-acid	Withdrawn	sodium/potassium/chloride transporter inhibitor|cytochrome P450 inhibitor	CYP2C9|SLC12A1
tie2-kinase-inhibitor	Preclinical	TIE tyrosine kinase inhibitor	KDR|MAPK14
tifenazoxide	Phase 1	ATP-sensitive potassium channel agonist	ABCC8|KCNJ11
tigecycline	Launched	bacterial 30S ribosomal subunit inhibitor	
tiletamine	Launched	glutamate receptor antagonist	
tilmicosin	Launched	bacterial 50S ribosomal subunit inhibitor	
tilorone	Launched	interferon inducer	
tiludronate	Launched	bone resorption inhibitor|osteoclast inhibitor	ATP6V1A|MMP2|PTPN1
timofibrate	Phase 2	cholesterol inhibitor|lipase clearing factor inhibitor	LPL
timolol	Launched	adrenergic receptor antagonist	ADRB1|ADRB2
timonacic	Launched	antioxidant	ANXA5
tinidazole	Launched	antiprotozoal agent	
tioconazole	Launched	sterol demethylase inhibitor	CYP51A1
tioguanine	Phase 2	purine antagonist	
tiopronin	Launched	chelating agent|reducing agent	
tiotidine	Phase 2	histamine receptor antagonist	HRH2
tiotropium	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
tioxolone	Preclinical	carbonic anhydrase inhibitor	CA2
tipifarnib	Phase 3	farnesyltransferase inhibitor	FNTA|FNTB
tipiracil	Launched	thymidine phosphorylase inhibitor	TYMP
tiplaxtinin	Phase 1	plasminogen activator inhibitor	SERPINE1
tipranavir	Launched	HIV protease inhibitor	
tiprenolol	Phase 2	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
tiquizium	Launched	acetylcholine receptor antagonist	
tiracizine	Withdrawn	sodium channel blocker	SCN5A
tirapazamine	Phase 3	DNA inhibitor	
tirasemtiv	Phase 2	troponin activator	
tiratricol	Launched	thyroid hormone stimulant	THRA|THRB
tirofiban	Launched	platelet aggregation inhibitor|structural glycoprotein antagonist	ITGA2B|ITGB3
titanocene-dichloride	Phase 2	apoptosis stimulant	
tivantinib	Phase 3	tyrosine kinase inhibitor	MET
tivozanib	Phase 3	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB
tizanidine	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C|NISCH
TMC-353121	Phase 2	RSV fusion inhibitor	
TMC647055	Phase 2	RNA polymerase inhibitor	
TMPH	Preclinical		
TMS	Preclinical		
TNP-470	Phase 2	methionine aminopeptidase inhibitor	
tobramycin	Launched	bacterial 30S ribosomal subunit inhibitor	
tocainide	Launched	sodium channel blocker	SCN5A
toceranib	Launched	protein tyrosine kinase inhibitor	FLT1|FLT3|KDR|PDGFRA|PDGFRB
tocofersolan	Launched	antioxidant	
todralazine	Launched	antihypertensive agent	
tofacitinib	Launched	JAK inhibitor	JAK1|JAK2|JAK3|TYK2
tofisopam	Launched	phosphodiesterase inhibitor|cytochrome P450 inhibitor	CYP3A4|PDE10A|PDE2A|PDE3A|PDE4A
tofogliflozin	Launched	sodium/glucose cotransporter inhibitor	GCK
tolamolol	Phase 3	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
tolazamide	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11
tolazoline	Launched	adrenergic receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|HRH1|HRH2
tolbutamide	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ11|KCNJ8
tolcapone	Withdrawn	catechol O methyltransferase inhibitor	COMT
tolfenamic-acid	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	
tolimidone	Phase 2	src activator	LYN|SRC
tolmetin	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2
tolnaftate	Launched	fungal squalene epoxidase inhibitor	
tolonidine	Launched	adrenergic receptor antagonist	ADRA2A
tolonium	Launched		
toloxatone	Launched	monoamine oxidase inhibitor	MAOA|MAOB
tolperisone	Launched	voltage-gated sodium channel blocker	CYP2C19|CYP2D6
tolrestat	Withdrawn	aldose reductase inhibitor	AKR1A1|AKR1B1|AKR1B10
tolterodine	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
toltrazuril	Launched	antiprotozoal agent	
tolvaptan	Launched	vasopressin receptor antagonist	AVPR1A|AVPR2
tomelukast	Phase 3	leukotriene receptor antagonist	CYSLTR1
tonabersat	Phase 2	gap junction modulator|nitric oxide production inhibitor	
topiramate	Launched	carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist	CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
topiroxostat	Launched	xanthine oxidase inhibitor	XDH
topotecan	Launched	topoisomerase inhibitor	TOP1|TOP1MT
torasemide	Launched	electrolyte reabsorption inhibitor|thromboxane receptor antagonist	SLC12A1
torcetrapib	Phase 3	cholesteryl ester transfer protein inhibitor	CETP
torcitabine	Phase 2	DNA polymerase inhibitor	DCK|TK2
toremifene	Launched	estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	ESR1
torin-1	Preclinical	mTOR inhibitor	MTOR
torin-2	Preclinical	mTOR inhibitor	MTOR
tosedostat	Phase 2	peptidase inhibitor	ANPEP|LAP3|NPEPPS
tosufloxacin	Launched	bacterial DNA gyrase inhibitor	
toyocamycin	Phase 1	serine/threonine kinase inhibitor	ERN1
tozadenant	Phase 3	adenosine receptor antagonist	ADORA2A
tozasertib	Phase 2	Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor	AURKA|AURKB|AURKC|LCK
TP-0903	Preclinical	AXL kinase inhibitor	AXL
TPCA-1	Preclinical	IKK inhibitor	IKBKB
TPPS4	Phase 1		
tracazolate	Phase 2	GABA receptor modulator	GABRA1
TRAM-34	Preclinical	potassium channel antagonist	KCNN4
tramadol	Launched	norepinephrine reputake inhibitor|opioid receptor agonist|serotonin reuptake inhibitor	CHRFAM7A|CHRM3|GRIN3A|HTR2C|OPRD1|OPRK1|OPRM1|SLC6A2|SLC6A4
trametinib	Launched	MEK inhibitor	MAP2K1|MAP2K2
tramiprosate	Phase 3	beta amyloid protein neurotoxicity inhibitor	APP
trandolapril	Launched	angiotensin converting enzyme inhibitor	ACE
tranexamic-acid	Launched	antifibrinolytic|plasminogen activator inhibitor	PLG
tranilast	Launched	angiogenesis inhibitor	HPGDS|HRH1
trans-2-Undecenoic-acid	Preclinical		
trans-4-Hydroxycrotonic-acid	Preclinical	gamma hydroxybutyric acid ligand	
trans-4-Methoxycinnamic-acid	Preclinical		
tranylcypromine	Launched	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB
trap-101	Preclinical	nociceptin/orphanin FQ receptor antagonist|opioid receptor antagonist	OPRL1
trapidil	Launched	PDGFR tyrosine kinase receptor inhibitor	PDGFRA
travoprost	Launched	prostanoid receptor agonist	PTGFR
traxoprodil	Phase 2	glutamate receptor antagonist	GRIN2B
trazodone	Launched	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4
trebenzomine	Phase 2		
trelagliptin	Launched	dipeptidyl peptidase inhibitor	DPP4
tremorine	Preclinical	acetylcholine receptor agonist	
treosulfan	Launched	DNA synthesis inhibitor	
trepibutone	Launched	cholinergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4
trequinsin	Phase 1	phosphodiesterase inhibitor	PDE5A
tretazicar	Phase 2	DNA replication inhibitor	NQO2
tretinoin	Launched	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG
triacetin	Launched		
triamcinolone	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6
triamcinolone-acetonide	Launched	glucocorticoid receptor agonist|immunosuppressant	NR3C1
triamterene	Launched	sodium channel blocker	SCNN1A|SCNN1B|SCNN1D|SCNN1G
triapine	Phase 2	ribonucleotide reductase inhibitor	RRM1|RRM2
triazolam	Withdrawn	GABA benzodiazepine site receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|TSPO
tribenoside	Launched	anti-inflammatory agent|capillary stabilizing agent	
tribomsalan	Preclinical		
tribromoethanol	Preclinical	analgesic agent	
tributyrin	Phase 1	HDAC inhibitor	
tricaprylin	Launched		
trichlormethiazide	Launched	chloride channel blocker	ATP1A1|CA1|CA2|CA4|SLC12A1|SLC12A3
trichlormethine	Preclinical	DNA alkylating agent	
trichloroacetic-acid	Launched		
trichloroethylene	Preclinical		
trichostatin-a	Preclinical	HDAC inhibitor	HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
triciribine	Phase 1/Phase 2	AKT inhibitor	AKT1|AKT2|AKT3
triclabendazole	Launched	microtubule inhibitor	DNMT1
triclocarban	Launched	other antibiotic	
triclosan	Launched	antibacterial agent	DNMT1
tridihexethyl	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
trientine	Launched	chelating agent	CA14
trifluoperazine	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1
triflupromazine	Launched	dopamine receptor antagonist	CHRM1|CHRM2|DRD1|DRD2|HTR2B
trifluridine	Launched	DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	TYMS
triflusal	Launched	cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor	NFKB1|NOS2|PDE10A|PTGS1
trigonelline	Phase 1		
trihexyphenidyl	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
trilostane	Launched	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor	ESR1|ESR2|HSD3B1|HSD3B2
TRIM	Preclinical		
trimebutine	Launched	opioid receptor agonist	OPRD1|OPRK1|OPRM1
trimeprazine	Launched	histamine receptor ligand|histamine receptor antagonist	HRH1
trimetazidine	Launched	3-ketoacyl CoA thiolase inhibitor	ACAA2
trimethadione	Launched	oxazolidine antiepileptic	CACNA1G|CACNA1H|CACNA1I
trimethobenzamide	Launched	histamine receptor antagonist	DRD2
trimethoprim	Launched	dihydrofolate reductase inhibitor	DHFR|TYMS
trimethoquinol	Launched	adrenergic receptor antagonist	ADRB2|ADRB3
trimethylolpropane-triacrylate	Preclinical		
trimetozine	Launched	sedative	
trimipramine	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR1D|HTR2A|HTR2C|HTR3A|SLC6A2|SLC6A3|SLC6A4
trioxsalen	Launched	DNA synthesis inhibitor	
tripelennamine	Launched	histamine receptor antagonist	HRH1
triprolidine	Launched	histamine receptor antagonist	HRH1
triptan	Phase 1	serotonin receptor agonist	HTR1B|HTR1D
triptolide	Phase 3	RNA polymerase inhibitor	RELA
triptorelin	Launched	gonadotropin releasing factor hormone receptor agonist	GNRHR
troclosene	Launched		
trofinetide	Phase 2	cytokine production inhibitor	IFNG|IL6|TNF
troglitazone	Withdrawn	insulin sensitizer|PPAR receptor agonist	ACSL4|ESRRA|ESRRG|PPARG|SERPINE1|SLC29A1|TRPM3
troleandomycin	Launched	protein synthesis inhibitor	
trolox	Launched	antioxidant	
tromaril	Launched	prostanoid receptor antagonist	
trometamol	Launched		AMD1|CANT1|DCN|NEIL1|VEGFA
tropesin	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2
tropicamide	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4
tropisetron	Launched	serotonin receptor antagonist	GLRA1|GLRA2|GLRB|HTR3A|HTR4
trospium	Launched	acetylcholine receptor antagonist	CHRM1
trovafloxacin	Withdrawn	bacterial DNA gyrase inhibitor	TOP2A
troventol	Phase 1		
trovirdine	Phase 1	non-nucleoside reverse transcriptase inhibitor	
troxerutin	Launched	antioxidant	
troxipide	Launched	glucosamine synthetase stimulant	
TRO19622	Phase 2/Phase 3	apoptosis inhibitor	
TRV130	Phase 3	opioid receptor agonist	OPRM1
tryptanthrin	Preclinical	cyclooxygenase inhibitor	IDO1
tryptophan	Launched	serotonin receptor partial agonist	CASR|IDO1|SLC36A1|WARS|WARS2
TTNPB	Phase 1	retinoid receptor agonist	RARA|RARB|RARG
TU-2100	Phase 2		
tuaminoheptane	Launched		
tubastatin-a	Preclinical	HDAC inhibitor	HDAC6
tubocurarine	Launched	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN
tucatinib	Phase 2	EGFR inhibitor	ERBB2
TUG-770	Preclinical	free fatty acid receptor agonist	FFAR1
tulobuterol	Launched	adrenergic receptor agonist	ADRB2
TW-37	Preclinical	BCL inhibitor	BCL2|BCL2L1|MCL1
TWS-119	Preclinical	glycogen synthase kinase inhibitor	GSK3B|JUN|MYC
TXA127	Phase 2	angiotensin receptor agonist	
TY-52156	Preclinical	sphingosine 1-phosphate receptor antagonist	S1PR3
tylosin	Launched	protein synthesis inhibitor	
tyloxapol	Launched	NFkB pathway inhibitor	LPL|NFKB2
tymazoline	Launched		
tyrphostin-AG-1296	Preclinical	FLT3 inhibitor	FLT3
tyrphostin-AG-1478	Preclinical	EGFR inhibitor	EGFR|MAPK14
tyrphostin-AG-18	Preclinical	EGFR inhibitor|tyrosine kinase inhibitor	EGFR
tyrphostin-AG-494	Preclinical	EGFR inhibitor	EGFR
tyrphostin-AG-825	Preclinical	protein tyrosine kinase inhibitor	ERBB2
tyrphostin-AG-835	Preclinical	protein tyrosine kinase inhibitor	EGFR
tyrphostin-AG-879	Preclinical	tyrosine kinase inhibitor	ERBB2|KDR|NTRK1
tyrphostin-AG-99	Preclinical	tyrosine kinase inhibitor	EGFR
tyrphostin-A9	Preclinical	protein tyrosine kinase inhibitor|tyrosine kinase inhibitor	
U-0124	Preclinical	MEK inhibitor	
U-0126	Preclinical	MEK inhibitor	AKT1|CHEK1|GSK3B|LCK|MAP2K1|MAP2K2|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1
U-0521	Preclinical	catechol O methyltransferase inhibitor	COMT
U-104	Preclinical	carbonic anhydrase inhibitor	CA1|CA12|CA2|CA9
U-18666A	Preclinical	oxidosqualene cyclase inhibitor	
U-50488-(+/-)	Preclinical	opioid receptor agonist	OPRK1
U-50488-(-)	Preclinical	opioid receptor agonist	OPRK1
U-54494A	Preclinical	opioid receptor agonist	OPRK1
U-75799E	Phase 1	growth hormone releasing factor agonist	GHSR
U-99194	Preclinical	dopamine receptor antagonist	DRD3
UB-165	Preclinical	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNB2
ubenimex	Launched	leukotriene synthesis inhibitor	LTA4H|RNPEP
UBP-302	Preclinical	glutamate receptor antagonist	GRIK1
UCL-2077	Preclinical	slow afterhyperpolarization channel blocker	
ufenamate	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2
UH-232-(+)	Preclinical	dopamine receptor antagonist	DRD2|DRD3|DRD4|HTR1A
UK-383367	Phase 1	Procollagen C-Endopeptidase Inhibitors	BMP1
ulifloxacin	Launched		
ulipristal	Launched	progesterone receptor antagonist	PGR
umeclidinium	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
UNBS-5162	Phase 1	CC chemokine receptor antagonist	
UNC0224	Preclinical	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
UNC0321	Preclinical	histone lysine methyltransferase inhibitor	EHMT2
UNC0631	Preclinical	histone lysine methyltransferase inhibitor	EHMT2
UNC0638	Preclinical	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
UNC0642	Preclinical	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
UNC0646	Preclinical	histone lysine methyltransferase inhibitor	EHMT2
UNC0737	Preclinical	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
UNC1215	Preclinical	L3MBTL antagonist	L3MBTL3
UNC1999	Preclinical	histone lysine methyltransferase inhibitor	EZH2
UNC2025	Preclinical	MER tyrosine kinase inhibitor|FLT3 inhibitor	FLT3|MERTK
UNC2250	Preclinical	MER tyrosine kinase inhibitor	MERTK
UNC669	Preclinical	L3MBTL antagonist	L3MBTL1
undecylenic-acid	Launched	other antifungal	
UPF-1069	Preclinical	PARP inhibitor	PARP2
uprosertib	Phase 2	AKT inhibitor	AKT1|AKT2|AKT3
uracil	Launched		DPYD|UCKL1
uracil-mustard	Launched	DNA synthesis inhibitor	
urapidil	Launched	adrenergic receptor antagonist	HTR1A
URB597	Phase 1	FAAH inhibitor	FAAH|FAAH2|TRPA1
urea	Launched	hydroxy radical formation stimulant	ARG1|CA2|CTNNB1
urethane	Preclinical	local anesthetic	
uric-acid	Phase 3		PYGL
uridine	Phase 2	dopamine receptor agonist	LSM6|TYMP
uridine-triacetate	Launched		
uridine-5'-triphosphate	Launched	purinergic receptor activator	P2RY11|P2RY2|P2RY4|P2RY6|UCK2
URMC-099	Preclinical	mixed lineage kinase inhibitor	CDKL2|DAPK3|FLT3|LRRK2|MAP3K10|MAP3K11|MAP3K2|MAP3K9|SRPK2
ursodeoxycholyltaurine	Phase 2	cholesterol inhibitor	
ursodiol	Launched	nuclear factor erythroid derived|like (NRF2) activator	NR1H4
ursolic-acid	Phase 1	ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor	HSD11B1|PLA2G1B|PTPN1|PYGM
usniacin-(+)	Preclinical	MAP kinase activator	PTPN1
V-51	Phase 1	adrenergic receptor antagonist	
val	Phase 2		BCAT1|PCCB|VARS
valaciclovir	Launched	DNA polymerase inhibitor	
valdecoxib	Withdrawn	cyclooxygenase inhibitor	CA12|PTGS2
valethamate	Launched	acetylcholine receptor antagonist	CHRM1|CHRM4|CHRM5
valganciclovir	Launched	DNA synthesis inhibitor	
valnemulin	Launched	bacterial 50S ribosomal subunit inhibitor	
valnoctamide	Phase 3	arachidonic acid acylation inhibitor|benzodiazepine receptor agonist	
valproic-acid	Launched	HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A
valpromide	Launched	epoxide hydolase inhibitor	
valrocemide	Phase 2		
valrubicin	Launched	DNA inhibitor|topoisomerase inhibitor	TOP2A
valsartan	Launched	angiotensin receptor antagonist	AGTR1
valsartan-sacubitril-combination	Launched	angiotensin receptor antagonist|neprilysin inhibitor	AGTR1
valspodar	Phase 3	P glycoprotein inhibitor	ABCB1
vancomycin	Launched	bacterial cell wall synthesis inhibitor	
vandetanib	Launched	EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK|VEGFA
